DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,107,32245.39252,10404.19626,9377.897196
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,63,14181.1746,8452.047619,7545.015873
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,49,24297.53061,10609.04082,10043.79592
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,16,38595.5,9237.875,7799.4375
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,60,29204.8,9351.483333,8606.483333
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340085,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem,28,20761.64286,9638.25,8481
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,NC - Asheville,48,14741.625,9809.125,9022.770833
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,71,31944.4507,9989,9071.450704
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,232,20143.83621,9245.181034,8404.900862
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,39,15132.12821,8322.410256,7323.846154
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,31,27984.48387,8290.741935,7624.16129
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,107,26210.80374,8997.943925,7666.280374
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,23,25676.3913,9633.782609,8782.478261
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NC - Charlotte,19,39477.36842,8879,8151.421053
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,21,26492,9456.142857,8742.809524
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,32,21286,10349.75,9524.875
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,79,30109.31646,12310.62025,11531.70886
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,63,22088.22222,7981.492063,7084.730159
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,105,28770.2381,9709.67619,8301.47619
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,74,37871.52703,8110.891892,7380.243243
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,57,21445.75439,8788.666667,7546.035088
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville,11,21965.27273,10052.72727,9216.363636
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,138,19431.26812,8814.434783,7941.297101
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,60,29115.01667,9892.45,8528.6
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340127,GRANVILLE MEDICAL CENTER,COLLEGE ST BOX 947,OXFORD,NC,27565,NC - Durham,15,12147.53333,9256.8,8490.933333
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,32,43696.28125,8853.46875,7099.75
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,88,15511.27273,9510.329545,8628.193182
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,102,17902.59804,10427.67647,9164.166667
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,33,16956.24242,9514.151515,8896.727273
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,212,21129.57547,10158.23585,9189.514151
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,30,15789.63333,9783.3,8969.466667
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,51,23459.68627,9003.666667,7962.352941
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem,29,43676.10345,9438.37931,8335.896552
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,53,35084.28302,9077.584906,7810.490566
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,107,25465.88785,10583.85981,9735.971963
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,32,22730.8125,8830.125,7757.65625
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,79,24923.55696,9820.797468,9009.493671
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,36,22500.61111,8781.888889,8046.666667
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham,27,22904.37037,10223.74074,9585.962963
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340160,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,GA - Atlanta,15,17571.26667,8947.533333,7563.066667
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,21,22700.95238,8902.333333,7447.047619
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,58,31210.77586,8484.086207,7651.12069
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,46,34101.67391,8607.152174,7707.173913
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,32,27899.25,8384.4375,7405.84375
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,66,20752.9697,8786.681818,7692.393939
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,11,11947.09091,6786.818182,5950.454545
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,114,14224.51754,6422.324561,5322.131579
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,133,14442.44361,6418.977444,5204.639098
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,48,11454.77083,6000.229167,5089.5625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,75,19247.26667,6024.506667,4802.493333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,51,21329.76471,6826.960784,5813
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,83,12781.25301,6676.13253,5799.542169
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,51,9719.647059,6220.72549,5068.372549
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,56,12108.89286,6035.464286,5012.035714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,153,17884.19608,6634.627451,5441.026144
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,92,17231.78261,5851.48913,4970.467391
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,36,14549.02778,5806.194444,4977.305556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,73,13417.65753,5839.191781,4704
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,69,28069.95652,5692,4761.014493
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,56,17774.91071,6151.75,5212.035714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,17,10390.47059,5779.764706,4698.823529
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,34,11570.85294,6067.441176,5251.676471
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,89,16671.85393,6482.88764,5584.438202
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,143,29267.13986,7057.727273,6039.741259
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,59,17941.72881,9159.118644,7983.525424
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,75,16397.18667,6337.906667,5330.933333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340036,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh,27,24806.44444,6795.481481,6035.481481
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340037,KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte,22,15406.45455,6066.318182,4888.636364
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,99,23432.70707,5654.747475,4687
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,148,17838,8341.5,7393.506757
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,59,13544.88136,6182.542373,4966.016949
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,74,21650.90541,6360.027027,5447.864865
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,98,15731.88776,9166.418367,8148.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,107,22238.30841,7547.53271,6620.196262
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City,48,15262.41667,7339.166667,6566.479167
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,115,23366.02609,6846.4,5300.173913
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340055,VALDESE GENERAL HOSPITAL INC,720 MALCOLM BLVD,VALDESE,NC,28690,NC - Hickory,23,25978.52174,6212.956522,4526.73913
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,54,13578.11111,5987.481481,5012.703704
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,55,13429.70909,9846.054545,8738.2
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,50,12101.76,5695.92,4803.36
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,72,14628.5,6833.319444,5716.305556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,132,22276.25758,7169.454545,6142.833333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,28,11692.78571,6008.964286,5066.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,100,18306.35,7245.01,6394.61
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,35,20510.31429,5783.228571,4781.514286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,47,24195.38298,6453.148936,5056.93617
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340085,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem,26,14219.46154,6197,5100
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,NC - Asheville,20,13324.6,6860.25,5942.65
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,63,21318.85714,6601.412698,5704.666667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,245,13607.05306,6375.167347,5363.820408
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,36,14427.52778,5985.444444,4960.555556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,62,16888.30645,5812.758065,5002.451613
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,90,17521.05556,5838.877778,4815.766667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,39,15500.10256,6301.307692,5387.358974
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,52,19429.46154,6748.115385,5781.519231
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,38,16129.05263,7008.210526,6132.315789
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,95,19849.2,8467.778947,7223.894737
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,99,15496.42424,5610.818182,4414.616162
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,168,17316.29762,6358.47619,5298.14881
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,83,24058.66265,5665.759036,4540.192771
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,25,15340.76,5686.44,4716.36
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville,27,14018.44444,6745.407407,5890.888889
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,19,12275.21053,6043.315789,5077.421053
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,64,27756.0625,6686.34375,5730.515625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340127,GRANVILLE MEDICAL CENTER,COLLEGE ST BOX 947,OXFORD,NC,27565,NC - Durham,42,12954.11905,6407.571429,5505.190476
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,16,27171.6875,5590.25,4801.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,53,11951.13208,6532.132075,5471.660377
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,62,13269.72581,6949.983871,5924.532258
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,27,16486.88889,6530.148148,5629.740741
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville,22,28240.18182,6791.363636,5415.454545
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,138,13315.42029,6732.702899,5830.57971
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,45,14600.17778,6952.244444,6004.4
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,40,19313.775,6427.125,5155
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem,33,31519.27273,6274.606061,4932.818182
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,30,23641.6,6524.966667,4624
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,122,17622.83607,7114.680328,6195.983607
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,98,18606.46939,6358.887755,5455.255102
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,90,18730.56667,6742.166667,5649.244444
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,51,17547.39216,6111.039216,5187.352941
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham,40,14857.2,6931.075,6040.575
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340160,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,GA - Atlanta,12,11514.75,6064.25,5197.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,28,17495.75,6573.071429,4563.678571
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,64,20990.1875,5835.359375,4561.296875
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,82,22657.82927,5878.280488,4510.02439
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,21,13745.47619,5736.333333,4914.047619
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,89,15033.53933,5719.314607,4699.674157
194 - SIMPLE PNEUMONIA & PLEURISY W CC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,60,10553.25,4780.616667,3816.583333
